state;action_reward;n_state
172&5|71&4|869&3|111&4|96&3|100&2|660&3|31&4|661&4|215&5|132&3|508&1;12&4|88&4|136&4|496&5;172&5|71&4|869&3|111&4|96&3|100&2|660&3|31&4|661&4|215&5|132&3|508&1|12&4|88&4|136&4|496&5
667&2|98&3|501&2|173&2|452&2|151&2|603&2|482&2|561&4|526&3|385&3|183&5;627&2|616&3|99&2|542&2;667&2|98&3|501&2|173&2|452&2|151&2|603&2|482&2|561&4|526&3|385&3|183&5|627&2|616&3|99&2|542&2
174&5|23&5|732&3|825&1|168&3|423&2|151&5|1098&5|470&1|209&4|159&2|96&2;1206&3|229&3|158&1|1183&1;174&5|23&5|732&3|825&1|168&3|423&2|151&5|1098&5|470&1|209&4|159&2|96&2|1206&3|229&3|158&1|1183&1
210&5|685&5|96&5|266&5|50&5|243&4|174&5|235&5|1117&2|597&5|405&5|866&3;892&3|385&5|195&5|183&5;210&5|685&5|96&5|266&5|50&5|243&4|174&5|235&5|1117&2|597&5|405&5|866&3|892&3|385&5|195&5|183&5
498&5|176&5|125&4|588&4|97&5|196&3|673&5|73&3|136&5|211&5|76&4|127&5;455&3|410&3|120&3|826&4;498&5|176&5|125&4|588&4|97&5|196&3|673&5|73&3|136&5|211&5|76&4|127&5|455&3|410&3|120&3|826&4
169&5|161&3|655&4|195&3|100&3|257&5|178&3|433&5|1&5|401&1|28&3|70&4;222&4|50&5|313&5|227&5;169&5|161&3|655&4|195&3|100&3|257&5|178&3|433&5|1&5|401&1|28&3|70&4|222&4|50&5|313&5|227&5
602&5|172&3|653&3|654&3|616&3|238&4|56&2|659&5|646&3|357&5|661&2|507&3;97&4|174&3|143&5|246&2;602&5|172&3|653&3|654&3|616&3|238&4|56&2|659&5|646&3|357&5|661&2|507&3|97&4|174&3|143&5|246&2
275&4|127&5|25&4|50&2|10&4|248&2|286&5|1009&5|151&4|283&4|222&2|137&5;522&5|42&5|507&5|971&4;275&4|127&5|25&4|50&2|10&4|248&2|286&5|1009&5|151&4|283&4|222&2|137&5|522&5|42&5|507&5|971&4
302&5|50&5|286&4|323&4|554&3|257&3|333&3|252&2|69&1|269&5|271&4|283&5;354&4|272&5|355&2|752&4;302&5|50&5|286&4|323&4|554&3|257&3|333&3|252&2|69&1|269&5|271&4|283&5|354&4|272&5|355&2|752&4
896&3|22&5|195&5|947&2|331&3|82&3|127&5|333&2|96&5|307&3|289&3|909&3;402&3|237&3|275&3|526&5;896&3|22&5|195&5|947&2|331&3|82&3|127&5|333&2|96&5|307&3|289&3|909&3|402&3|237&3|275&3|526&5
214&3|648&5|419&3|276&4|1124&4|474&5|165&5|169&5|96&5|97&5|514&3|611&5;510&5|414&3|71&4|855&5;214&3|648&5|419&3|276&4|1124&4|474&5|165&5|169&5|96&5|97&5|514&3|611&5|510&5|414&3|71&4|855&5
185&3|455&4|89&5|393&2|369&1|380&3|429&3|229&2|372&3|250&3|241&1|368&1;194&4|94&3|409&2|439&1;185&3|455&4|89&5|393&2|369&1|380&3|429&3|229&2|372&3|250&3|241&1|368&1|194&4|94&3|409&2|439&1
628&4|596&4|151&3|827&4|313&5|121&5|25&4|117&4|988&3|409&4|412&2|294&4;975&4|411&4|472&4|831&4;628&4|596&4|151&3|827&4|313&5|121&5|25&4|117&4|988&3|409&4|412&2|294&4|975&4|411&4|472&4|831&4
655&4|161&2|732&4|89&3|195&3|8&3|172&5|117&2|230&3|405&4|435&3|227&3;1197&4|527&4|28&4|318&4;655&4|161&2|732&4|89&3|195&3|8&3|172&5|117&2|230&3|405&4|435&3|227&3|1197&4|527&4|28&4|318&4
237&5|25&1|225&3|284&2|984&3|259&3|323&2|125&3|409&3|1009&1|826&1|313&5;71&5|155&5|185&2|8&2;237&5|25&1|225&3|284&2|984&3|259&3|323&2|125&3|409&3|1009&1|826&1|313&5|71&5|155&5|185&2|8&2
512&5|205&3|234&1|68&3|120&1|507&4|44&3|597&1|697&4|318&4|241&1|522&5;665&1|640&5|444&3|106&1;512&5|205&3|234&1|68&3|120&1|507&4|44&3|597&1|697&4|318&4|241&1|522&5|665&1|640&5|444&3|106&1
229&4|111&1|969&5|95&5|781&4|369&4|118&4|143&4|924&3|506&3|211&4|194&5;720&4|142&4|230&5|402&5;229&4|111&1|969&5|95&5|781&4|369&4|118&4|143&4|924&3|506&3|211&4|194&5|720&4|142&4|230&5|402&5
408&3|108&4|515&5|236&3|1017&3|1014&3|25&4|125&3|117&3|336&2|246&3|1176&3;628&3|546&2|1609&3|15&3;408&3|108&4|515&5|236&3|1017&3|1014&3|25&4|125&3|117&3|336&2|246&3|1176&3|628&3|546&2|1609&3|15&3
339&2|300&3|237&4|1265&4|148&3|898&4|323&3|340&4|310&3|307&3|327&2|313&4;696&3|15&4|276&5|546&2;339&2|300&3|237&4|1265&4|148&3|898&4|323&3|340&4|310&3|307&3|327&2|313&4|696&3|15&4|276&5|546&2
688&1|687&1|230&4|350&1|307&2|313&5|288&1|258&5|352&1|748&2|259&3|271&1;228&5|227&4|380&4|229&4;688&1|687&1|230&4|350&1|307&2|313&5|288&1|258&5|352&1|748&2|259&3|271&1|228&5|227&4|380&4|229&4
313&5|448&3|217&5|379&4|670&3|292&4|637&2|559&3|413&1|561&2|844&3|774&4;11&4|127&4|441&3|183&5;313&5|448&3|217&5|379&4|670&3|292&4|637&2|559&3|413&1|561&2|844&3|774&4|11&4|127&4|441&3|183&5
86&4|224&4|285&5|120&1|473&3|122&1|244&4|106&3|15&4|291&2|274&2|558&4;971&4|702&5|1404&5|1195&5;86&4|224&4|285&5|120&1|473&3|122&1|244&4|106&3|15&4|291&2|274&2|558&4|971&4|702&5|1404&5|1195&5
597&4|781&3|24&4|125&3|117&4|412&3|410&4|820&3|1&5|50&5|237&4|259&3;96&4|1218&3|849&3|724&3;597&4|781&3|24&4|125&3|117&4|412&3|410&4|820&3|1&5|50&5|237&4|259&3|96&4|1218&3|849&3|724&3
581&3|69&4|406&3|66&3|655&4|451&4|204&3|393&2|567&1|132&3|631&4|172&2;258&4|338&4|100&3|923&4;581&3|69&4|406&3|66&3|655&4|451&4|204&3|393&2|567&1|132&3|631&4|172&2|258&4|338&4|100&3|923&4
931&3|847&4|181&4|588&3|96&5|1067&3|568&4|318&5|186&4|423&2|762&4|1012&4;268&5|1210&3|751&4|576&3;931&3|847&4|181&4|588&3|96&5|1067&3|568&4|318&5|186&4|423&2|762&4|1012&4|268&5|1210&3|751&4|576&3
5&3|333&4|93&4|235&2|302&3|867&3|218&4|275&5|325&2|98&5|127&4|515&4;859&3|452&3|53&4|551&2;5&3|333&4|93&4|235&2|302&3|867&3|218&4|275&5|325&2|98&5|127&4|515&4|859&3|452&3|53&4|551&2
751&4|1527&1|750&4|257&5|546&3|271&3|687&1|993&5|912&3|302&5|258&2|250&4;173&5|520&4|64&5|22&5;751&4|1527&1|750&4|257&5|546&3|271&3|687&1|993&5|912&3|302&5|258&2|250&4|173&5|520&4|64&5|22&5
1470&1|489&4|178&5|461&3|152&3|479&5|526&4|58&3|655&4|265&4|481&4|193&4;63&4|696&3|516&4|674&2;1470&1|489&4|178&5|461&3|152&3|479&5|526&4|58&3|655&4|265&4|481&4|193&4|63&4|696&3|516&4|674&2
255&1|987&3|100&3|289&1|473&2|237&1|993&1|181&4|126&2|293&2|15&1|258&2;150&5|50&5|1128&4|919&4;255&1|987&3|100&3|289&1|473&2|237&1|993&1|181&4|126&2|293&2|15&1|258&2|150&5|50&5|1128&4|919&4
268&3|326&1|748&3|302&4|324&2|690&3|303&5|288&2|301&3|305&5|340&3|243&1;286&4|879&2|321&1|327&4;268&3|326&1|748&3|302&4|324&2|690&3|303&5|288&2|301&3|305&5|340&3|243&1|286&4|879&2|321&1|327&4
455&4|224&5|234&5|427&5|246&5|301&1|330&3|1315&2|191&5|181&3|1143&5|984&1;178&5|367&4|568&5|96&5;455&4|224&5|234&5|427&5|246&5|301&1|330&3|1315&2|191&5|181&3|1143&5|984&1|178&5|367&4|568&5|96&5
682&1|1026&5|878&5|307&4|310&4|269&3|289&2|873&3|319&2|885&5|268&2|748&4;261&5|882&5|358&5|883&5;682&1|1026&5|878&5|307&4|310&4|269&3|289&2|873&3|319&2|885&5|268&2|748&4|261&5|882&5|358&5|883&5
742&4|1129&1|50&4|15&3|924&2|1115&3|127&5|277&3|275&2|100&5|14&3|1&5;222&3|276&5|282&3|117&4;742&4|1129&1|50&4|15&3|924&2|1115&3|127&5|277&3|275&2|100&5|14&3|1&5|222&3|276&5|282&3|117&4
269&5|242&5|14&5|286&4|100&4|116&5|321&3|275&4|1009&4|1251&5|864&3|303&3;756&3|1514&4|476&3|287&4;269&5|242&5|14&5|286&4|100&4|116&5|321&3|275&4|1009&4|1251&5|864&3|303&3|756&3|1514&4|476&3|287&4
310&3|322&4|683&2|901&1|690&2|362&4|751&3|300&4|294&2|288&2|338&1|879&3;333&4|748&4|328&3|689&4;310&3|322&4|683&2|901&1|690&2|362&4|751&3|300&4|294&2|288&2|338&1|879&3|333&4|748&4|328&3|689&4
524&3|216&4|284&3|66&4|458&4|866&4|618&3|1120&3|63&3|944&2|527&5|739&5;575&2|722&4|1521&3|158&5;524&3|216&4|284&3|66&4|458&4|866&4|618&3|1120&3|63&3|944&2|527&5|739&5|575&2|722&4|1521&3|158&5
321&4|25&5|875&3|111&4|221&1|107&5|277&4|121&5|212&3|7&5|93&2|709&3;1&5|301&5|246&5|402&4;321&4|25&5|875&3|111&4|221&1|107&5|277&4|121&5|212&3|7&5|93&2|709&3|1&5|301&5|246&5|402&4
327&4|258&4|880&4|682&4|270&4|873&4|332&4|268&5|984&4|310&4|321&4|286&4;301&4|875&4|325&3|264&2;327&4|258&4|880&4|682&4|270&4|873&4|332&4|268&5|984&4|310&4|321&4|286&4|301&4|875&4|325&3|264&2
79&4|393&3|88&4|431&3|50&4|812&4|82&5|73&5|110&5|83&4|662&5|376&3;755&4|78&4|143&5|140&4;79&4|393&3|88&4|431&3|50&4|812&4|82&5|73&5|110&5|83&4|662&5|376&3|755&4|78&4|143&5|140&4
682&3|881&5|872&4|895&4|358&1|294&3|876&4|880&5|288&4|335&4|299&5|1280&2;908&3|948&3|330&5|259&3;682&3|881&5|872&4|895&4|358&1|294&3|876&4|880&5|288&4|335&4|299&5|1280&2|908&3|948&3|330&5|259&3
303&4|245&3|340&5|319&4|302&5|1537&5|248&5|862&2|177&4|744&5|321&4|300&5;533&4|70&4|345&4|315&5;303&4|245&3|340&5|319&4|302&5|1537&5|248&5|862&2|177&4|744&5|321&4|300&5|533&4|70&4|345&4|315&5
258&5|268&1|901&5|286&1|222&5|243&5|750&1|229&5|228&5|288&5|690&1|271&5;380&5|450&5|62&5|227&4;258&5|268&1|901&5|286&1|222&5|243&5|750&1|229&5|228&5|288&5|690&1|271&5|380&5|450&5|62&5|227&4
207&4|557&2|748&2|547&2|382&3|531&4|475&4|269&4|906&3|923&3|347&1|1153&3;971&4|904&3|45&4|1466&4;207&4|557&2|748&2|547&2|382&3|531&4|475&4|269&4|906&3|923&3|347&1|1153&3|971&4|904&3|45&4|1466&4
173&4|558&4|133&4|705&4|229&4|181&4|178&5|403&3|629&3|59&5|1125&4|602&4;699&4|216&4|1050&3|673&4;173&4|558&4|133&4|705&4|229&4|181&4|178&5|403&3|629&3|59&5|1125&4|602&4|699&4|216&4|1050&3|673&4
527&3|515&4|234&4|157&3|1135&2|175&4|228&4|212&3|485&3|435&4|38&3|612&4;629&3|54&2|290&2|637&3;527&3|515&4|234&4|157&3|1135&2|175&4|228&4|212&3|485&3|435&4|38&3|612&4|629&3|54&2|290&2|637&3
527&4|58&3|11&2|357&5|425&4|107&4|300&3|721&3|135&4|86&4|717&2|238&3;176&3|747&3|577&3|274&3;527&4|58&3|11&2|357&5|425&4|107&4|300&3|721&3|135&4|86&4|717&2|238&3|176&3|747&3|577&3|274&3
490&5|588&5|100&4|427&5|742&4|465&5|97&4|300&4|222&4|50&4|234&4|485&5;433&3|732&4|1404&3|448&2;490&5|588&5|100&4|427&5|742&4|465&5|97&4|300&4|222&4|50&4|234&4|485&5|433&3|732&4|1404&3|448&2
313&3|781&5|1355&1|371&4|692&3|736&3|381&3|732&2|775&3|197&4|451&2|1406&4;88&2|739&2|111&1|402&5;313&3|781&5|1355&1|371&4|692&3|736&3|381&3|732&2|775&3|197&4|451&2|1406&4|88&2|739&2|111&1|402&5
127&4|292&4|316&5|286&4|315&5|689&3|272&5|690&4|328&4|285&5|269&5|304&4;237&5|257&4|275&5|50&5;127&4|292&4|316&5|286&4|315&5|689&3|272&5|690&4|328&4|285&5|269&5|304&4|237&5|257&4|275&5|50&5
269&4|326&2|874&4|343&3|259&4|879&3|268&5|300&3|358&2|306&4|270&4|748&2;480&4|79&4|182&4|1019&4;269&4|326&2|874&4|343&3|259&4|879&3|268&5|300&3|358&2|306&4|270&4|748&2|480&4|79&4|182&4|1019&4
477&4|402&5|727&5|318&3|148&5|79&4|190&4|143&5|98&4|806&1|1&2|393&2;118&3|566&4|443&5|5&4;477&4|402&5|727&5|318&3|148&5|79&4|190&4|143&5|98&4|806&1|1&2|393&2|118&3|566&4|443&5|5&4
471&4|186&5|161&4|237&4|117&4|210&3|660&5|717&3|294&2|108&1|282&4|58&3;749&4|258&4|1190&3|1016&3;471&4|186&5|161&4|237&4|117&4|210&3|660&5|717&3|294&2|108&1|282&4|58&3|749&4|258&4|1190&3|1016&3
719&1|1306&5|1304&4|521&5|1147&4|290&3|949&1|126&3|1225&3|238&4|86&4|364&3;169&1|486&4|530&5|136&4;719&1|1306&5|1304&4|521&5|1147&4|290&3|949&1|126&3|1225&3|238&4|86&4|364&3|169&1|486&4|530&5|136&4
126&2|276&5|713&3|25&3|471&3|619&4|237&2|596&2|15&4|455&2|1128&3|459&4;120&3|105&2|1117&3|370&2;126&2|276&5|713&3|25&3|471&3|619&4|237&2|596&2|15&4|455&2|1128&3|459&4|120&3|105&2|1117&3|370&2
183&4|496&5|703&3|458&3|416&4|1&4|127&4|86&4|176&4|121&2|100&4|471&4;102&4|385&4|699&4|708&4;183&4|496&5|703&3|458&3|416&4|1&4|127&4|86&4|176&4|121&2|100&4|471&4|102&4|385&4|699&4|708&4
328&3|326&4|269&3|286&2|258&3|300&3|313&3|268&2|304&3|875&2|315&4|322&3;316&4|984&1|748&4|289&4;328&3|326&4|269&3|286&2|258&3|300&3|313&3|268&2|304&3|875&2|315&4|322&3|316&4|984&1|748&4|289&4
463&3|100&3|584&4|70&3|25&4|64&4|647&3|216&5|22&4|566&4|161&3|692&3;1028&3|280&2|9&4|1115&4;463&3|100&3|584&4|70&3|25&4|64&4|647&3|216&5|22&4|566&4|161&3|692&3|1028&3|280&2|9&4|1115&4
282&4|1085&4|237&4|815&4|111&4|25&5|1011&4|19&5|333&4|1009&5|257&3|864&3;427&5|22&5|527&5|191&5;282&4|1085&4|237&4|815&4|111&4|25&5|1011&4|19&5|333&4|1009&5|257&3|864&3|427&5|22&5|527&5|191&5
176&4|327&3|292&4|909&5|183&3|82&3|1313&3|326&3|241&5|899&5|898&1|181&4;546&4|68&3|27&3|265&3;176&4|327&3|292&4|909&5|183&3|82&3|1313&3|326&3|241&5|899&5|898&1|181&4|546&4|68&3|27&3|265&3
752&3|319&3|313&4|346&4|307&3|311&3|328&2|303&4|288&3|321&3|242&5|347&2;341&4|326&2|301&2|330&3;752&3|319&3|313&4|346&4|307&3|311&3|328&2|303&4|288&3|321&3|242&5|347&2|341&4|326&2|301&2|330&3
85&3|509&4|591&3|56&5|239&3|412&2|254&2|732&3|357&5|234&3|1016&4|164&3;401&3|233&2|416&2|476&3;85&3|509&4|591&3|56&5|239&3|412&2|254&2|732&3|357&5|234&3|1016&4|164&3|401&3|233&2|416&2|476&3
179&4|969&4|418&5|659&5|141&4|181&5|184&2|252&3|568&4|185&4|443&4|121&3;984&3|578&3|841&3|271&5;179&4|969&4|418&5|659&5|141&4|181&5|184&2|252&3|568&4|185&4|443&4|121&3|984&3|578&3|841&3|271&5
332&2|684&4|252&2|1025&2|405&4|237&4|628&1|273&3|1&4|182&4|125&3|310&3;286&3|288&3|291&1|1012&4;332&2|684&4|252&2|1025&2|405&4|237&4|628&1|273&3|1&4|182&4|125&3|310&3|286&3|288&3|291&1|1012&4
1022&1|1067&5|123&5|302&5|129&5|235&4|343&4|270&5|305&5|742&3|879&4|331&3;1245&1|1160&1|280&3|713&5;1022&1|1067&5|123&5|302&5|129&5|235&4|343&4|270&5|305&5|742&3|879&4|331&3|1245&1|1160&1|280&3|713&5
259&2|196&3|447&2|201&4|200&4|302&4|687&3|183&5|657&4|304&3|573&4|396&2;681&4|646&4|194&4|567&4;259&2|196&3|447&2|201&4|200&4|302&4|687&3|183&5|657&4|304&3|573&4|396&2|681&4|646&4|194&4|567&4
284&3|137&5|127&4|333&4|288&2|313&4|300&4|1011&3|199&4|50&4|117&3|169&4;651&4|245&3|248&3|258&3;284&3|137&5|127&4|333&4|288&2|313&4|300&4|1011&3|199&4|50&4|117&3|169&4|651&4|245&3|248&3|258&3
845&3|584&4|100&3|144&2|70&4|1181&2|226&3|135&4|12&5|118&2|655&3|609&4;227&3|1112&4|103&3|934&2;845&3|584&4|100&3|144&2|70&4|1181&2|226&3|135&4|12&5|118&2|655&3|609&4|227&3|1112&4|103&3|934&2
121&4|462&4|217&2|172&4|756&2|447&3|157&4|95&4|284&4|11&4|273&5|1215&1;206&4|233&3|182&5|97&3;121&4|462&4|217&2|172&4|756&2|447&3|157&4|95&4|284&4|11&4|273&5|1215&1|206&4|233&3|182&5|97&3
258&4|89&3|286&3|172&4|748&5|28&3|174&4|178&3|289&2|50&4|191&3|189&3;150&3|1&3|988&1|322&2;258&4|89&3|286&3|172&4|748&5|28&3|174&4|178&3|289&2|50&4|191&3|189&3|150&3|1&3|988&1|322&2
313&4|20&3|257&4|705&4|190&4|639&4|237&3|286&4|1193&4|100&4|427&4|529&4;319&4|189&4|275&4|151&4;313&4|20&3|257&4|705&4|190&4|639&4|237&3|286&4|1193&4|100&4|427&4|529&4|319&4|189&4|275&4|151&4
471&2|628&1|1051&3|148&3|220&5|15&3|121&4|7&1|151&5|1152&5|125&5|274&5;406&3|743&1|815&4|756&2;471&2|628&1|1051&3|148&3|220&5|15&3|121&4|7&1|151&5|1152&5|125&5|274&5|406&3|743&1|815&4|756&2
237&3|322&3|259&3|476&3|117&4|275&5|924&5|243&2|1&4|300&4|864&4|477&2;604&4|127&2|202&2|1063&5;237&3|322&3|259&3|476&3|117&4|275&5|924&5|243&2|1&4|300&4|864&4|477&2|604&4|127&2|202&2|1063&5
372&2|286&4|131&4|319&5|301&5|962&4|289&4|238&3|22&3|202&5|1211&3|640&2;481&4|153&5|124&4|239&3;372&2|286&4|131&4|319&5|301&5|962&4|289&4|238&3|22&3|202&5|1211&3|640&2|481&4|153&5|124&4|239&3
752&4|328&5|307&4|881&3|302&4|288&5|300&5|895&5|271&5|301&5|354&4|268&5;259&3|245&3|299&2|890&2;752&4|328&5|307&4|881&3|302&4|288&5|300&5|895&5|271&5|301&5|354&4|268&5|259&3|245&3|299&2|890&2
845&4|823&3|316&5|302&3|183&4|333&3|258&4|282&4|276&3|1016&3|257&4|319&3;31&3|197&4|466&2|182&3;845&4|823&3|316&5|302&3|183&4|333&3|258&4|282&4|276&3|1016&3|257&4|319&3|31&3|197&4|466&2|182&3
462&4|713&5|166&4|1396&5|1622&4|923&4|70&5|855&5|382&5|10&5|207&4|512&3;730&5|515&5|638&4|971&5;462&4|713&5|166&4|1396&5|1622&4|923&4|70&5|855&5|382&5|10&5|207&4|512&3|730&5|515&5|638&4|971&5
151&2|109&5|275&4|473&3|449&3|222&3|450&4|313&2|12&2|274&4|107&3|515&4;743&1|538&2|1152&4|99&3;151&2|109&5|275&4|473&3|449&3|222&3|450&4|313&2|12&2|274&4|107&3|515&4|743&1|538&2|1152&4|99&3
56&4|1&3|322&3|268&4|527&4|204&3|8&2|223&5|483&5|69&4|484&4|28&5;73&4|215&3|727&4|121&2;56&4|1&3|322&3|268&4|527&4|204&3|8&2|223&5|483&5|69&4|484&4|28&5|73&4|215&3|727&4|121&2
812&2|200&5|230&5|56&5|300&5|92&4|69&5|183&5|705&5|70&4|191&5|447&5;152&4|180&5|367&3|732&5;812&2|200&5|230&5|56&5|300&5|92&4|69&5|183&5|705&5|70&4|191&5|447&5|152&4|180&5|367&3|732&5
133&1|288&4|32&4|172&4|187&5|200&5|521&5|175&5|1101&5|50&4|746&3|317&4;469&5|514&5|11&4|210&5;133&1|288&4|32&4|172&4|187&5|200&5|521&5|175&5|1101&5|50&4|746&3|317&4|469&5|514&5|11&4|210&5
523&5|543&4|48&4|192&5|205&4|173&4|96&3|480&5|510&5|100&5|79&3|180&5;530&4|200&4|318&4|430&5;523&5|543&4|48&4|192&5|205&4|173&4|96&3|480&5|510&5|100&5|79&3|180&5|530&4|200&4|318&4|430&5
53&5|252&2|972&2|90&2|812&2|82&4|280&3|22&5|150&3|49&3|508&3|35&1;700&3|712&3|571&2|413&3;53&5|252&2|972&2|90&2|812&2|82&4|280&3|22&5|150&3|49&3|508&3|35&1|700&3|712&3|571&2|413&3
301&1|879&3|263&1|751&3|288&5|350&3|682&5|754&2|259&3|294&3|328&4|680&3;261&2|681&1|243&3|892&2;301&1|879&3|263&1|751&3|288&5|350&3|682&5|754&2|259&3|294&3|328&4|680&3|261&2|681&1|243&3|892&2
22&4|195&2|802&3|173&1|188&4|55&3|272&4|12&4|751&3|366&3|688&1|31&3;1249&3|94&4|585&2|364&3;22&4|195&2|802&3|173&1|188&4|55&3|272&4|12&4|751&3|366&3|688&1|31&3|1249&3|94&4|585&2|364&3
19&4|584&4|321&2|402&4|739&3|97&3|286&4|732&4|663&5|20&2|204&2|1121&2;234&1|699&1|659&4|755&2;19&4|584&4|321&2|402&4|739&3|97&3|286&4|732&4|663&5|20&2|204&2|1121&2|234&1|699&1|659&4|755&2
748&4|329&3|312&2|343&4|302&4|272&4|289&3|301&4|750&3|269&5|286&3|300&3;333&3|313&3|316&3|347&3;748&4|329&3|312&2|343&4|302&4|272&4|289&3|301&4|750&3|269&5|286&3|300&3|333&3|313&3|316&3|347&3
8&5|699&3|56&4|92&5|289&3|180&5|249&4|55&5|662&5|582&4|518&4|98&5;100&5|7&4|71&5|508&4;8&5|699&3|56&4|92&5|289&3|180&5|249&4|55&5|662&5|582&4|518&4|98&5|100&5|7&4|71&5|508&4
185&4|603&4|1&4|111&4|151&4|509&4|13&4|98&5|285&4|318&5|742&4|523&5;56&5|238&5|517&4|357&4;185&4|603&4|1&4|111&4|151&4|509&4|13&4|98&5|285&4|318&5|742&4|523&5|56&5|238&5|517&4|357&4
288&5|340&1|294&3|327&2|751&4|742&3|258&3|591&4|118&3|895&3|24&3|272&5;717&3|405&4|974&2|930&2;288&5|340&1|294&3|327&2|751&4|742&3|258&3|591&4|118&3|895&3|24&3|272&5|717&3|405&4|974&2|930&2
514&4|33&4|192&5|258&4|156&4|513&4|9&4|127&4|608&3|12&4|272&4|751&2;23&5|313&5|528&5|179&5;514&4|33&4|192&5|258&4|156&4|513&4|9&4|127&4|608&3|12&4|272&4|751&2|23&5|313&5|528&5|179&5
358&3|508&4|689&3|154&5|194&5|313&5|354&4|258&4|682&3|748&4|338&3|1105&3;219&3|234&5|164&4|98&5;358&3|508&4|689&3|154&5|194&5|313&5|354&4|258&4|682&3|748&4|338&3|1105&3|219&3|234&5|164&4|98&5
952&2|1098&4|702&3|197&4|161&3|98&4|271&3|121&4|511&5|28&3|188&3|504&4;88&4|131&4|433&4|789&4;952&2|1098&4|702&3|197&4|161&3|98&4|271&3|121&4|511&5|28&3|188&3|504&4|88&4|131&4|433&4|789&4
15&3|86&2|699&3|238&3|491&4|629&4|1039&3|421&1|1050&3|589&3|524&3|443&3;403&1|273&3|70&3|636&3;15&3|86&2|699&3|238&3|491&4|629&4|1039&3|421&1|1050&3|589&3|524&3|443&3|403&1|273&3|70&3|636&3
623&3|199&4|259&3|207&3|69&3|7&3|491&3|307&4|187&1|54&3|265&4|422&3;713&3|510&3|154&1|1063&3;623&3|199&4|259&3|207&3|69&3|7&3|491&3|307&4|187&1|54&3|265&4|422&3|713&3|510&3|154&1|1063&3
133&4|172&5|181&5|604&4|301&4|538&4|50&5|879&5|134&5|204&3|483&3|300&5;705&5|499&3|174&4|684&5;133&4|172&5|181&5|604&4|301&4|538&4|50&5|879&5|134&5|204&3|483&3|300&5|705&5|499&3|174&4|684&5
313&5|742&5|145&5|99&3|268&4|683&3|246&4|294&5|147&3|699&5|98&4|260&5;1480&3|1036&4|225&3|560&4;313&5|742&5|145&5|99&3|268&4|683&3|246&4|294&5|147&3|699&5|98&4|260&5|1480&3|1036&4|225&3|560&4
393&4|25&4|285&5|663&5|845&4|238&4|382&4|70&3|655&5|257&2|202&3|1007&4;1118&4|94&3|67&5|110&1;393&4|25&4|285&5|663&5|845&4|238&4|382&4|70&3|655&5|257&2|202&3|1007&4|1118&4|94&3|67&5|110&1
344&1|271&3|642&4|322&4|98&5|466&5|245&4|313&5|340&1|431&5|276&3|283&3;978&2|151&1|25&2|235&3;344&1|271&3|642&4|322&4|98&5|466&5|245&4|313&5|340&1|431&5|276&3|283&3|978&2|151&1|25&2|235&3
313&5|405&4|125&4|121&5|258&5|1089&3|323&5|748&4|275&4|310&5|271&5|222&4;254&1|294&3|252&1|301&2;313&5|405&4|125&4|121&5|258&5|1089&3|323&5|748&4|275&4|310&5|271&5|222&4|254&1|294&3|252&1|301&2
450&2|56&5|238&2|434&5|234&4|227&5|88&3|186&4|271&4|211&4|474&4|203&3;54&4|313&5|443&4|636&2;450&2|56&5|238&2|434&5|234&4|227&5|88&3|186&4|271&4|211&4|474&4|203&3|54&4|313&5|443&4|636&2
276&2|690&5|845&4|117&5|200&5|328&4|147&4|742&5|258&5|237&5|628&4|895&4;569&5|53&5|678&4|5&4;276&2|690&5|845&4|117&5|200&5|328&4|147&4|742&5|258&5|237&5|628&4|895&4|569&5|53&5|678&4|5&4
749&4|306&3|359&3|347&4|690&5|319&3|302&3|311&4|1024&2|333&3|937&3|880&3;342&2|350&1|1671&1|329&4;749&4|306&3|359&3|347&4|690&5|319&3|302&3|311&4|1024&2|333&3|937&3|880&3|342&2|350&1|1671&1|329&4
321&3|304&3|896&2|752&3|691&4|1038&2|305&2|307&3|333&3|750&4|301&2|315&4;328&2|347&5|300&3|288&2;321&3|304&3|896&2|752&3|691&4|1038&2|305&2|307&3|333&3|750&4|301&2|315&4|328&2|347&5|300&3|288&2
199&5|504&3|65&2|511&4|127&3|633&3|216&5|527&3|610&5|1063&5|210&5|529&5;405&5|241&5|708&4|71&5;199&5|504&3|65&2|511&4|127&3|633&3|216&5|527&3|610&5|1063&5|210&5|529&5|405&5|241&5|708&4|71&5
750&2|683&4|887&1|315&2|344&4|268&2|311&3|1105&3|260&3|904&4|900&4|321&3;748&4|1279&3|302&5|288&5;750&2|683&4|887&1|315&2|344&4|268&2|311&3|1105&3|260&3|904&4|900&4|321&3|748&4|1279&3|302&5|288&5
475&4|298&5|273&3|117&5|124&5|300&4|7&4|919&5|181&5|294&4|257&4|358&2;1&5|15&4|455&4|147&4;475&4|298&5|273&3|117&5|124&5|300&4|7&4|919&5|181&5|294&4|257&4|358&2|1&5|15&4|455&4|147&4
880&3|242&4|310&3|302&3|328&3|272&2|245&3|271&2|294&4|750&3|300&3|337&4;876&3|358&3|258&3|343&1;880&3|242&4|310&3|302&3|328&3|272&2|245&3|271&2|294&4|750&3|300&3|337&4|876&3|358&3|258&3|343&1
