item_id;vectors
934;-0.2419304|0.050710224|-0.103510894|-0.19531846|0.04255192|0.22227857|-0.12910123|0.009166738|-0.1222439|0.0124843605|0.12034057|-0.18350495|-0.17010748|0.114322044|-0.07256864|-0.24072449|0.053759225|-0.21327385|0.24150224|-0.14115559|0.027566155|0.143233|0.18312691|0.08650852|-0.18041728|0.23738663|0.10548528|0.2058493|-0.110835485|0.02941627|-0.19542071|-0.058764912|0.19590929|-0.13990387|-0.1510795|0.0045770556|0.087990336|-0.07713644|-0.108718604|0.13903761|-0.06070316|0.083368614|-0.11613482|0.0038151555|0.17979118|0.21752037|0.14938517|-0.06271978|-0.21748643|0.12447799|0.15541387|-0.10714145|-0.13738546|-0.14726885|-0.14275567|-0.09107172|0.0766891|-0.014539544|-0.24091098|-0.20039052|-0.1645982|0.15274131|-0.12303555|-0.18923903|0.118428834|-0.25407806|-0.18679711|-0.14440835|-0.24388792|0.11832043|-0.15901595|0.13331658|-0.116113625|-0.08254299|-0.13419056|-0.08461118|-0.103330396|0.078092426|-0.11748683|0.11826063|-0.1358877|-0.15302005|-0.13064176|0.17020364|0.18063688|0.08291866|-0.18122965|-0.2651999|0.1460304|0.17381221|0.17443396|-0.2050746|0.11625775|0.2495405|-0.110995576|-0.03740528|0.17332852|0.19586039|-0.10917779|0.075107574
935;-0.19755508|-0.014852978|-0.13410366|-0.20254388|-0.0021872446|0.21665372|-0.19963412|-0.052682873|-0.19831696|0.027999852|0.10780897|-0.25142252|-0.17993777|0.124678805|-0.19752876|-0.10587268|0.124281645|-0.19094992|0.13426602|-0.107001275|0.050754473|0.1941666|0.1487052|0.17671262|-0.095464736|0.25562528|0.033596735|0.16507447|-0.124364406|-0.0064086393|-0.21582055|-0.09983898|0.16199632|-0.12300638|-0.19000436|0.0025451742|0.009711251|-0.08197962|-0.100818776|0.13749698|-0.012117565|0.12610833|-0.14655447|0.0721191|0.15880363|0.1563528|0.17387955|-0.07005009|-0.10904103|0.108363256|0.14902583|-0.14275591|-0.07915763|-0.15545364|-0.17534238|-0.12579334|0.14275217|0.043040138|-0.14207818|-0.20605771|-0.20468368|0.15892603|-0.13773479|-0.13873802|0.21599996|-0.1630328|-0.15014113|-0.23294005|-0.14046025|0.18407789|-0.1503755|0.07330918|-0.09794329|-0.110546134|-0.23194814|-0.105630435|-0.07467581|0.122604914|-0.21135764|0.18597405|-0.084698185|-0.20072922|-0.13924712|0.21063869|0.07989816|0.15746716|-0.11967313|-0.24631347|0.14735645|0.16414297|0.13111705|-0.15949704|0.05874031|0.25543964|-0.09207655|0.0432369|0.1706797|0.21017411|-0.08442086|0.09223796
936;-0.2151144|0.07860329|-0.06811926|-0.15551357|0.022034759|0.20680277|-0.09627659|-0.0024112845|-0.10181621|0.098737374|0.13547698|-0.069567144|-0.13502352|0.14387496|-0.09043252|-0.24291404|0.06032545|-0.15326959|0.2175388|-0.035747096|0.073726036|0.15032588|0.17382306|0.043533027|-0.08405335|0.15603554|-0.02756231|0.069716685|-0.07907372|0.08171321|-0.12822723|-0.058491662|0.1260078|-0.16900752|-0.124697566|-0.07271245|0.022681288|-0.09441772|-0.17167191|0.077139825|-0.060324002|0.118668705|-0.1723115|-7.931143e-05|0.11096543|0.23912486|0.23175403|-0.047551204|-0.13919123|0.10603916|0.15788984|-0.18084595|-0.10879165|-0.13662204|-0.1384026|-0.08194946|0.07485312|0.08612543|-0.20879379|-0.17777312|-0.1981827|0.17679487|-0.14807093|-0.15249106|0.082437694|-0.2084162|-0.13248336|-0.16426897|-0.119553074|0.12164538|-0.25280663|0.04784161|-0.017028898|-0.013780527|-0.13047776|-0.085690945|-0.120563135|0.054123204|-0.09813775|0.068927884|-0.0821287|-0.07147017|-0.14662887|0.12413312|0.18337324|0.07877715|-0.14721633|-0.23086849|0.15417442|0.20820148|0.129645|-0.10654253|0.22110434|0.25886613|-0.10952975|-0.070705205|0.073196225|0.24334049|-0.07447943|0.0526583
937;-0.25589088|0.19671658|-0.15990062|-0.19542173|0.10063768|0.280119|-0.2164742|0.04276843|-0.24796638|0.12624975|0.2017845|-0.21407737|-0.18423305|0.1064571|-0.15963073|-0.23616388|0.15191293|-0.13081275|0.22567396|-0.07481703|-0.0033930782|0.12364095|0.16453275|0.11490353|-0.13150772|0.25388783|0.039243348|0.12965707|-0.1283078|0.1576393|-0.26101014|-0.07565277|0.31280676|-0.21634887|-0.23127152|-0.0012698639|0.10376886|-0.16280921|-0.25015467|0.19174436|0.015801582|0.12649707|-0.20301989|0.1368273|0.18591848|0.18409953|0.24212702|-0.14897496|-0.1660902|0.18699032|0.0912092|-0.13657641|-0.14437172|-0.15071546|-0.24550854|-0.019358378|0.19107251|0.038734|-0.25210267|-0.2959391|-0.21294707|0.17882851|-0.19029424|-0.2151148|0.08875293|-0.2514232|-0.1813747|-0.20494178|-0.28311342|0.12145378|-0.28167057|0.1147328|-0.08698953|-0.023853056|-0.15898946|-0.09087314|-0.10390587|0.10331781|-0.14129159|0.23722118|-0.17606378|-0.117440656|-0.10514593|0.22414932|0.2536197|0.13304567|-0.23580435|-0.24641845|0.16625099|0.21133777|0.18848974|-0.22145909|0.16847435|0.1911294|-0.20472366|-0.06996432|0.12580222|0.1819152|-0.06444963|0.061063126
938;-0.18212396|0.013747655|-0.13929942|-0.16557905|-0.0047154166|0.19096687|-0.19889325|-0.016560692|-0.11002473|0.11754879|0.096796215|-0.14213002|-0.15125005|0.08864607|-0.11315997|-0.20232916|0.18895504|-0.13231853|0.21306154|-0.13164201|0.058755007|0.16647549|0.16150904|0.11701834|-0.13407686|0.16837364|0.00019788509|0.14495456|-0.19865683|0.06794448|-0.13952085|-0.04546638|0.14142081|-0.17414147|-0.16108203|-0.043310195|0.19552806|-0.059338704|-0.2096947|0.09504056|-0.011409126|0.1394597|-0.12701583|0.006411072|0.10701951|0.1492986|0.21893266|-0.16937992|-0.1263708|0.114302665|0.15131567|-0.16137525|-0.10176335|-0.17734292|-0.16634329|0.0041732304|0.12220763|0.02091894|-0.15057138|-0.24939044|-0.15519246|0.17491797|-0.19147913|-0.121227995|0.1369133|-0.14568874|-0.17975733|-0.15464829|-0.17573708|0.115337744|-0.2722136|0.16284062|-0.07154387|-0.10970642|-0.22150129|-0.13680086|-0.17944644|0.09456096|-0.2156951|0.19020337|-0.13241507|-0.07661509|-0.098935224|0.17292614|0.18314974|0.12573904|-0.20764518|-0.1839418|0.17650595|0.1521534|0.13541332|-0.20035514|0.16661088|0.25103724|-0.16036937|-0.055338763|0.1847669|0.14357612|-0.073945366|0.06211409
939;-0.15712085|0.11916894|-0.10683919|-0.1393445|0.07409822|0.2310068|-0.22275169|0.036297325|-0.22607674|0.09244381|0.070383534|-0.14951743|-0.14116585|0.13744566|-0.21302208|-0.14559415|0.113287255|-0.13734922|0.14540663|-0.021561392|0.029553745|0.099697486|0.07935029|0.17702049|-0.078207344|0.20277537|-0.07677072|0.16126339|-0.16022922|0.09446257|-0.10958171|-0.13529009|0.1960972|-0.11319411|-0.22905731|0.010829169|0.034625262|-0.10386735|-0.15476896|0.11462923|-0.011883814|0.11925849|-0.19016449|0.10152474|0.07704142|0.20783707|0.15550964|-0.11335254|-0.18964122|0.08852245|0.12917684|-0.22615866|-0.074589506|-0.181941|-0.21001333|-0.045043543|0.19750533|0.033290714|-0.22584909|-0.15386796|-0.118448295|0.09295601|-0.20705481|-0.11253943|0.13103725|-0.23800749|-0.15529351|-0.18931876|-0.23626304|0.11198192|-0.21297182|0.17632365|-0.09644762|-0.046083093|-0.18249398|-0.16622452|-0.08988429|0.019448094|-0.21443468|0.104394|-0.2108692|-0.17637235|-0.14692508|0.15228009|0.1227106|0.10503298|-0.14392136|-0.21008012|0.21214229|0.26542512|0.13044944|-0.14926675|0.069936454|0.2276184|-0.19702904|-0.062211677|0.16205856|0.14099565|-0.09378654|0.041822895
940;-0.17661712|0.091569796|-0.18352945|-0.17220482|0.068883315|0.19978298|-0.15957722|0.029720712|-0.18801965|0.122011155|0.15830657|-0.111600146|-0.19232684|0.1331592|-0.11216354|-0.117790595|0.12392659|-0.09531411|0.16922027|-0.08478149|0.0843482|0.12990975|0.109724596|0.12011642|-0.10950587|0.14028145|-0.015577717|0.100384876|-0.14117384|0.09177761|-0.19886318|-0.12497268|0.26050326|-0.1639829|-0.2246432|-0.010230831|0.12890828|-0.14736556|-0.15386544|0.0935539|-0.09615968|0.074529134|-0.20917618|0.07284233|0.196647|0.135499|0.1555538|-0.14320233|-0.19359627|0.07949876|0.055748932|-0.15152083|-0.077102974|-0.19772647|-0.1959536|-0.03015583|0.15635785|0.034694545|-0.16969849|-0.21255784|-0.13762198|0.090057686|-0.1460088|-0.12298195|0.017605692|-0.10931109|-0.110118575|-0.15250568|-0.2357426|0.11280054|-0.19908793|0.11162385|-0.0713034|-0.07461082|-0.22353905|-0.17054096|-0.0962094|0.12624137|-0.19299954|0.2201051|-0.21775532|-0.16308498|-0.1629101|0.23012115|0.16983134|0.16226491|-0.13588575|-0.20303327|0.20363285|0.25373602|0.23116714|-0.22848219|0.14269453|0.21518582|-0.13974741|-0.031855747|0.10490399|0.22566748|-0.1817888|0.034034736
941;-0.20010588|0.071223624|-0.07120805|-0.10075409|0.1017008|0.17707095|-0.17432608|0.04613106|-0.21068797|0.07728398|0.088407055|-0.16105431|-0.14710307|0.105300404|-0.075643815|-0.15383577|0.1178893|-0.16872604|0.19629996|-0.113650426|0.012483096|0.2032038|0.120318964|0.16595484|-0.0871727|0.15655942|0.010473238|0.0682971|-0.13530461|0.0061601773|-0.108374156|-0.085306354|0.18889163|-0.12530358|-0.14023496|-0.04567623|0.11662191|-0.06473184|-0.16236566|0.13791257|-0.05564314|0.04296106|-0.20674407|0.04662677|0.13016386|0.17235602|0.20075712|-0.07184282|-0.115265444|0.08835703|0.050629437|-0.17869437|-0.049019616|-0.12712127|-0.17329256|-0.022809703|0.116795|0.06581926|-0.164865|-0.21206698|-0.18230818|0.14230813|-0.11984837|-0.16749863|0.054197103|-0.22352654|-0.0890598|-0.1675322|-0.16418366|0.033318304|-0.17958482|0.12652123|-0.0698562|-0.050976448|-0.21919762|-0.11773281|-0.103199705|0.15873857|-0.16589275|0.16816624|-0.16636975|-0.14105192|-0.1450377|0.12095843|0.18312564|0.16871513|-0.13804458|-0.11147715|0.17783815|0.23499316|0.12620927|-0.11331877|0.1549256|0.20305759|-0.15486182|-0.0112215765|0.13775903|0.18318492|-0.1283281|0.09133659
942;-0.22153655|0.08017604|-0.10062906|-0.15671927|0.009617031|0.20590931|-0.1809545|0.027343646|-0.1727484|0.073514156|0.1063424|-0.09258303|-0.16813552|0.082411095|-0.06687336|-0.24653113|0.16432738|-0.1468342|0.16444819|-0.10804091|0.0061022043|0.18040216|0.13639945|0.1799662|-0.075410515|0.13507418|0.058926605|0.10619302|-0.16606776|0.072972484|-0.13623887|-0.064446256|0.20100951|-0.16379167|-0.17024781|-0.09376056|0.07494516|-0.18176062|-0.15021922|0.14342773|-0.08193357|0.14518502|-0.14095345|0.025061555|0.07328532|0.22475573|0.18683465|-0.138074|-0.1340046|0.08200641|0.13554601|-0.14623618|-0.0667283|-0.15675|-0.22509387|-0.07317832|0.14356424|0.03534086|-0.20981619|-0.1750673|-0.15234712|0.16509499|-0.17198153|-0.16630551|0.11190809|-0.22185004|-0.13583308|-0.17433064|-0.17252977|0.10893793|-0.28487787|0.14811757|-0.015112318|-0.071946286|-0.04945256|-0.17368671|-0.09543785|0.05861763|-0.19284312|0.12870848|-0.18942714|-0.12551406|-0.08670302|0.16895127|0.16247424|0.1702101|-0.15428431|-0.19231066|0.17982031|0.2724752|0.13780475|-0.13907777|0.18723597|0.24316262|-0.17293918|-0.024101278|0.12649952|0.24938521|-0.093078285|0.052628018
943;-0.13412483|0.02925494|-0.15945472|-0.1087666|-0.02890817|0.20879172|-0.11514434|0.030430205|-0.14460972|0.063638404|0.16434634|-0.10615357|-0.22071674|0.14482483|-0.10401122|-0.19754627|0.12625189|-0.17018084|0.22114322|-0.053526025|-0.030971322|0.10736252|0.15908542|0.07279489|-0.09808859|0.1900924|0.1066623|0.06269183|-0.16003492|0.089515224|-0.16624525|-0.08349169|0.22697864|-0.11221382|-0.16510928|0.034027107|0.12930962|-0.10356542|-0.14892048|0.11506173|-0.061358217|0.17001152|-0.17639905|0.09557136|0.17364578|0.18708996|0.13486007|-0.17588261|-0.19564053|0.11976701|0.08538146|-0.14903232|-0.074755944|-0.13524753|-0.16791144|-0.12518498|0.10490146|0.08353833|-0.12407555|-0.19487388|-0.1268804|0.13647775|-0.20661405|-0.11147697|0.069674134|-0.14767307|-0.1655314|-0.25471535|-0.14295167|0.102737606|-0.1466057|0.16093507|-0.040319312|-0.007704079|-0.120676294|-0.20110227|-0.13320668|0.019581206|-0.16855374|0.14695114|-0.17396721|-0.1654068|-0.06704514|0.17483687|0.13528734|0.15046771|-0.20534573|-0.24692115|0.23409474|0.23503605|0.20139298|-0.15302755|0.09862822|0.14100051|-0.17219688|-0.00938737|0.16016106|0.2306925|-0.11087996|0.12643707
944;-0.1929865|0.109274015|-0.17168048|-0.20102766|0.060359754|0.18225689|-0.15962794|0.056060366|-0.13939671|0.071111165|0.07258035|-0.1474905|-0.12647557|0.18434227|-0.05527159|-0.1785766|0.15307824|-0.109821774|0.11423125|-0.040183295|-0.038947944|0.1796902|0.190698|0.10402909|-0.043938853|0.1514331|-0.05834223|0.15584925|-0.10200213|0.04818214|-0.14209391|-0.08585799|0.18818909|-0.21787019|-0.162823|0.035102826|0.12412354|-0.10055982|-0.10123673|0.18549882|-0.046696234|0.18738884|-0.20626315|0.026799688|0.15991649|0.22339898|0.13496503|-0.15900475|-0.16951583|0.18021141|0.09355228|-0.114797|-0.10289756|-0.16247398|-0.221071|0.013622474|0.17589892|0.05755549|-0.19125366|-0.13705012|-0.28088534|0.113587834|-0.13185713|-0.1866397|0.0635369|-0.16000071|-0.15719932|-0.17586848|-0.14182825|0.11784427|-0.21221335|0.16994484|-0.13491529|-0.01507533|-0.11643943|-0.15726626|-0.11994417|0.030995201|-0.21321803|0.14968003|-0.1154381|-0.093027025|-0.14722179|0.2037983|0.19054157|0.14319013|-0.12713766|-0.1922123|0.20319317|0.2293129|0.16637424|-0.20100641|0.17198862|0.21582936|-0.1650769|-0.052549716|0.19617596|0.18586858|-0.13943154|0.07839398
945;-0.23377861|0.11568105|-0.16717975|-0.15660894|-0.009138815|0.22851767|-0.13504213|0.049215328|-0.17863427|0.053714037|0.12294775|-0.18503705|-0.0808347|0.11439877|-0.1764462|-0.17652646|0.106376834|-0.098528326|0.251301|-0.06869218|0.020717941|0.2000721|0.10184034|0.18362282|-0.13633919|0.17400254|0.05746074|0.14369723|-0.16122153|0.030582936|-0.224225|-0.081787325|0.1565441|-0.1726447|-0.20493938|-0.077082746|0.034169443|-0.1002879|-0.087268524|0.11817109|-0.043777663|0.20636113|-0.22261725|0.07472207|0.13959742|0.19458778|0.15625313|-0.067921296|-0.18204662|0.12488201|0.052049097|-0.16538249|-0.10222177|-0.12743534|-0.16990326|-0.081287004|0.13263988|0.018973954|-0.226789|-0.19735667|-0.25305483|0.15317316|-0.20681295|-0.18436146|0.18388584|-0.218177|-0.18389829|-0.21707961|-0.1551835|0.15764044|-0.24152528|0.1516118|-0.16337535|0.0003029965|-0.23224065|-0.10324237|-0.13487653|0.043461822|-0.14620318|0.19867909|-0.18522978|-0.1741803|-0.1049217|0.15042993|0.16216482|0.17939171|-0.16183555|-0.17211543|0.27296513|0.20872739|0.22995225|-0.1424987|0.116711006|0.19820538|-0.21832544|-0.07239448|0.21025766|0.16807128|-0.116683185|0.15747452
946;-0.149674|0.011697002|-0.13661245|-0.13717434|0.024713702|0.14265689|-0.2578181|0.037042283|-0.063880146|0.07482531|0.08325365|-0.17319587|-0.1828663|0.08385024|-0.13026628|-0.220464|0.096296914|-0.103803456|0.16287571|-0.13256529|0.07257578|0.13803801|0.15300885|0.11978198|-0.12541884|0.13517994|-0.05543192|0.124652535|-0.052187532|0.04010747|-0.15127592|-0.052735403|0.2285803|-0.15575318|-0.20520058|0.001693964|0.03798084|-0.12849003|-0.11488728|0.09953795|-0.032877073|0.068701476|-0.17488246|-0.05387453|0.17242119|0.15357026|0.22815911|-0.12184593|-0.1317741|0.16265315|0.0678146|-0.16423403|-0.154909|-0.122923985|-0.19599007|-0.100268185|0.119737186|0.0923191|-0.22528368|-0.17467636|-0.20457217|0.120351836|-0.10587298|-0.15490116|0.15688787|-0.19477336|-0.12036855|-0.1960824|-0.22719699|0.13946249|-0.16431986|0.10523955|-0.15885419|-0.07407204|-0.17732325|-0.17285489|-0.06347251|0.05196583|-0.19950794|0.17944056|-0.15762278|-0.07595045|-0.121206045|0.21055634|0.15825957|0.07578553|-0.19250451|-0.14769696|0.13492942|0.20379648|0.12510459|-0.21481678|0.17299908|0.17193401|-0.21795127|-0.053504772|0.11909588|0.1303326|-0.13843916|0.14017132
947;-0.10289537|0.06145343|-0.081970215|-0.113292634|0.065925986|0.23841612|-0.07698903|0.016850142|-0.18868594|0.06924959|0.092950836|-0.10967845|-0.20729798|0.11520095|-0.15521608|-0.21780512|0.111578435|-0.09174786|0.26411715|-0.08217524|0.0037364122|0.09680429|0.06584618|0.04190532|-0.12926464|0.23663557|0.011085026|0.07308237|-0.020799093|0.08547417|-0.17437129|-0.07507506|0.21253417|-0.1677873|-0.22645676|0.0067304764|0.09933174|-0.16010165|-0.21739355|0.10562919|0.036300898|0.13934769|-0.084579036|0.062346287|0.13613355|0.1546498|0.25134775|-0.14923595|-0.08478129|0.17614631|0.16018328|-0.22845411|-0.10749054|-0.17378315|-0.21398306|-0.07455891|0.15320478|0.033929124|-0.17468797|-0.20749348|-0.20221145|0.17174006|-0.079814635|-0.14001314|0.12955642|-0.19046669|-0.12967433|-0.1841567|-0.17703427|0.06736724|-0.15794143|0.06825472|-0.13539594|0.026402593|-0.12303278|-0.14644024|-0.17193909|0.080242954|-0.17487445|0.2338439|-0.14607313|-0.15897812|-0.10887475|0.15326148|0.12518582|0.15830225|-0.1730696|-0.18647169|0.12154278|0.20732598|0.19412273|-0.19543235|0.082165614|0.23037119|-0.15360089|-0.038164027|0.15163706|0.19162272|-0.14337191|0.09603702
948;-0.23625368|-0.013842292|-0.07333503|-0.16833064|0.03881138|0.24235202|-0.21707816|-6.1436556e-05|-0.15385555|0.029174816|0.14559065|-0.15056401|-0.15439303|0.08688165|-0.057899617|-0.20840281|0.15043506|-0.14659853|0.12664057|-0.09386166|0.054430787|0.14277302|0.11940026|0.11627047|-0.09634073|0.10034423|0.04388851|0.06535081|-0.16233343|0.018757254|-0.20500357|-0.15276077|0.14812477|-0.14698514|-0.16816059|-0.04649306|0.11422881|-0.09355214|-0.14354862|0.11452712|-0.020100199|0.16557284|-0.12321953|0.047510237|0.120939866|0.20906445|0.16157508|-0.075780705|-0.106450334|0.20873907|0.048298024|-0.19015354|-0.10906195|-0.08115821|-0.17764652|-0.07046594|0.07292817|-0.06766307|-0.22513846|-0.23095766|-0.1366818|0.112902015|-0.07041563|-0.19978788|0.056221943|-0.1509536|-0.11930582|-0.17734009|-0.14858535|0.05554046|-0.1950335|0.08466192|-0.113394104|-0.060040995|-0.21579817|-0.1535547|-0.08319706|0.124514684|-0.12702207|0.20951697|-0.14306617|-0.15240577|-0.09647868|0.19273496|0.116607696|0.09487085|-0.16002831|-0.17630672|0.14065689|0.16599944|0.13277961|-0.18411908|0.13075037|0.20209102|-0.12497607|-0.0047923736|0.192316|0.22230636|-0.022761025|0.07338888
949;-0.23151147|0.0671692|-0.09827006|-0.16609356|-0.0119035095|0.22657841|-0.1776316|0.033434067|-0.12184652|0.06741884|0.08179291|-0.08720036|-0.14326814|0.10115586|-0.021580778|-0.17547558|0.098871656|-0.14276554|0.19890307|-0.0272386|-0.01771608|0.11047098|0.17001536|0.15298691|-0.06256239|0.10996022|0.01137828|0.15567932|-0.11353987|0.062743604|-0.11416407|-0.019516744|0.11681253|-0.095383115|-0.14798734|0.02504282|0.068087496|-0.13531709|-0.14665818|0.14910734|-0.039322753|0.12634927|-0.19375063|0.007405162|0.13169205|0.13181657|0.19644865|-0.09128912|-0.123802006|0.08013703|0.13908263|-0.12825175|-0.08866164|-0.19245532|-0.14286447|0.0068458803|0.17410275|0.03706484|-0.17705813|-0.21638954|-0.117320694|0.11479843|-0.117251895|-0.16199797|0.15659344|-0.16808923|-0.17544645|-0.14644474|-0.16359897|-0.0041124895|-0.15817027|0.06712766|-0.01658576|-0.018929705|-0.17340927|-0.09236143|-0.10647213|0.11737285|-0.19068374|0.1212348|-0.08321605|-0.083088785|-0.060008936|0.2021309|0.13011423|0.1257396|-0.13917497|-0.20120423|0.22600557|0.17617613|0.20703074|-0.10871178|0.16926754|0.12838973|-0.1449507|0.0245714|0.09684772|0.15822068|-0.045841508|0.10128102
950;-0.1949239|0.060829733|-0.13481157|-0.21256942|0.06222936|0.2083664|-0.12387151|0.048033617|-0.17908838|0.08940723|0.121683456|-0.14012043|-0.16188169|0.12695247|-0.14777777|-0.13268322|0.17323372|-0.14496009|0.1971818|-0.048872005|0.06605683|0.19184053|0.11474924|0.11687491|-0.11861421|0.19853266|0.007194137|0.16149676|-0.13932757|0.11560477|-0.21025811|-0.075758144|0.17274484|-0.17475876|-0.16747518|-0.06579359|0.10734042|-0.13038167|-0.17886898|0.089365244|-0.044265285|0.094641685|-0.21942961|0.06652315|0.107096374|0.20445754|0.2089916|-0.15974465|-0.07665562|0.094613075|0.11993984|-0.15258394|-0.04993121|-0.2094128|-0.16914994|-0.027156413|0.079571396|0.102796674|-0.18724313|-0.19167331|-0.1364798|0.12028663|-0.119523756|-0.1547256|0.114663705|-0.12940727|-0.1321846|-0.21896626|-0.13003442|0.1565565|-0.13124537|0.038662307|-0.056778114|-0.08818574|-0.100409925|-0.1110809|-0.13088787|0.084926106|-0.21613383|0.17660342|-0.108603805|-0.15614575|-0.11965487|0.18845679|0.14263165|0.19148457|-0.22144538|-0.20717447|0.134258|0.18573715|0.17050052|-0.17604229|0.16667618|0.16060424|-0.14079183|-0.019243652|0.19035015|0.18975452|-0.075630724|0.10493477
951;-0.2612773|0.045588747|-0.13750517|-0.13848779|0.06115909|0.20012122|-0.11495171|0.03820018|-0.19259949|0.088209644|0.13125099|-0.22550684|-0.15186585|0.14033535|-0.109718|-0.21975134|0.07816635|-0.11198708|0.15943408|-0.10205441|0.1464159|0.18756314|0.15116157|0.09802|-0.16437434|0.1572137|-0.008361619|0.13085787|-0.1150929|0.036547523|-0.22630137|-0.13621877|0.22701533|-0.18466394|-0.23202145|-0.027408509|0.08260905|-0.12248752|-0.2237788|0.09888183|-0.028589683|0.055908933|-0.17259331|0.021581423|0.05460997|0.20069316|0.19961277|-0.07470856|-0.15758426|0.1455989|0.072147064|-0.13855015|-0.120595224|-0.091222726|-0.15480825|-0.13929965|0.12823837|0.08108443|-0.12027345|-0.20963389|-0.17899175|0.12569875|-0.19220077|-0.10033785|0.071009524|-0.24627729|-0.18276928|-0.12244645|-0.18948196|0.06920998|-0.22456783|0.10948199|-0.057479218|-0.032247543|-0.13528007|-0.18463871|-0.11918795|0.09484337|-0.1358605|0.123648904|-0.18265486|-0.15262362|-0.09554398|0.14531663|0.17925605|0.13177317|-0.13169418|-0.17565839|0.15734258|0.16269775|0.14178002|-0.20882036|0.08345693|0.23834087|-0.13059625|-0.086237|0.11862834|0.10387732|-0.16945127|0.03185749
